City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,east end,34.5507,-92.341,299.99,84,79,6.24,US,1739053860
367,muravlenko,63.7898,74.523,267.88,84,96,14.84,RU,1739053824
368,chhor,25.5167,69.7667,290.38,14,6,2.19,PK,1739053862
369,la sarre,48.8002,-79.1996,255.43,96,95,0.14,CA,1739053863
370,cockburn town,21.4612,-71.1419,298.09,77,1,8.72,TC,1739053691
371,fleurance,43.8482,0.663,277.36,99,44,1.87,FR,1739053865
372,new norfolk,-42.7826,147.0587,288.66,50,99,1.38,AU,1739053866
373,aliwal north,-30.6937,26.7114,293.62,71,50,1.63,ZA,1739053868
374,la ronge,55.1001,-105.2842,257.29,66,75,5.14,CA,1739053869
375,loa janan,-0.583,117.095,295.82,99,95,0.58,ID,1739053870
376,mutoko,-17.397,32.2268,291.02,81,100,1.32,ZW,1739053871
377,illizi,26.4833,8.4667,283.91,39,22,2.3,DZ,1739053872
378,sangueya,10.7,-14.3667,295.33,76,70,0.52,GN,1739053873
379,gotsucho,35.0,132.2167,275.78,68,100,1.77,JP,1739053874
380,neustrelitz,53.3667,13.0833,271.96,82,97,2.73,DE,1739053875
381,shimoda,34.6667,138.95,277.69,35,0,1.64,JP,1739053876
382,hadibu,12.65,54.0333,295.53,80,7,1.79,YE,1739053877
383,hami,42.8,93.45,268.43,39,1,0.97,CN,1739053878
384,gunjur,13.2019,-16.7339,295.19,49,98,2.06,GM,1739053879
385,sosnogorsk,63.6023,53.8817,268.11,95,53,3.02,RU,1739053881
386,cabedelo,-6.9811,-34.8339,300.52,77,96,3.8,BR,1739053882
387,petropavlovsk-kamchatsky,53.0452,158.6483,271.48,43,75,8.0,RU,1739053883
388,alkhazurovo,43.06,45.64,268.02,82,71,0.63,RU,1739053884
389,katsuura,35.1333,140.3,279.39,45,0,8.3,JP,1739053885
390,xianning,29.8833,114.2167,273.03,40,1,1.96,CN,1739053886
391,kavieng,-2.5744,150.7967,303.01,61,100,5.41,PG,1739053887
392,milagres,-7.3133,-38.9456,299.11,42,87,0.82,BR,1739053888
393,gunnedah,-30.9833,150.25,299.04,47,90,1.98,AU,1739053889
394,dapa,9.7594,126.0531,298.82,88,97,3.03,PH,1739053891
395,bogale,16.2833,95.4,294.92,69,3,1.47,MM,1739053892
396,vila velha,-20.3297,-40.2925,301.12,74,75,2.57,BR,1739053806
397,moranbah,-22.0016,148.0466,296.46,83,100,7.34,AU,1739053894
398,chrysoupolis,40.9856,24.6939,276.42,73,0,2.53,GR,1739053896
399,oliver,49.1831,-119.5524,271.1,69,95,1.54,CA,1739053897
400,vitorino freire,-4.0667,-45.1667,296.86,98,100,2.19,BR,1739053898
401,komyshuvakha,47.7176,35.5288,267.21,80,1,5.76,UA,1739053899
402,labytnangi,66.6572,66.4183,272.04,76,62,7.45,RU,1739053900
403,timimoun,29.2639,0.231,284.36,30,0,3.6,DZ,1739053901
404,kampene,-3.6,26.6667,292.4,99,87,0.95,CD,1739053902
405,mahajanga,-15.7167,46.3167,299.25,85,82,2.63,MG,1739053903
406,vilyuchinsk,52.9306,158.4028,272.3,78,100,3.75,RU,1739053905
407,dundee,56.5,-2.9667,276.42,97,100,3.09,GB,1739053906
408,kill devil hills,36.0307,-75.676,280.92,93,100,4.63,US,1739053907
409,carnarvon,-24.8667,113.6333,299.09,76,63,8.2,AU,1739053613
410,matsue,35.4722,133.0506,273.15,100,100,3.6,JP,1739053645
411,fortuna,40.5982,-124.1573,285.33,70,0,4.63,US,1739053910
412,nuku'alofa,-21.1333,-175.2,303.34,84,40,4.12,TO,1739053911
413,staryy krym,45.0333,35.1,270.17,58,0,5.78,UA,1739053912
414,pyay,18.8167,95.2167,293.15,41,4,1.21,MM,1739053913
415,aden,12.7794,45.0367,296.6,74,0,2.25,YE,1739053803
416,kohat,33.582,71.4493,286.61,23,99,1.98,PK,1739053915
417,norfolk,42.1668,-71.2495,273.64,56,100,1.3,US,1739053909
418,bridgewater,44.3835,-64.5155,270.97,43,94,5.14,CA,1739053460
419,tambov,52.7317,41.4339,263.31,93,7,2.35,RU,1739053921
420,enriquillo,17.9,-71.2333,296.93,83,1,4.33,DO,1739053922
421,lubumbashi,-11.6609,27.4794,290.43,98,95,1.48,CD,1739053923
422,skeldon,5.8833,-57.1333,297.52,90,52,2.82,GY,1739053924
423,san pascual,13.7975,121.0342,296.51,91,93,4.66,PH,1739053925
424,norman gardens,-23.3224,150.5393,298.26,70,40,4.63,AU,1739053926
425,cullman,34.1748,-86.8436,296.51,73,75,7.2,US,1739053927
426,guayaramerin,-10.8368,-65.3614,296.89,90,100,1.01,BO,1739053928
427,kutum,14.2,24.6667,288.9,21,100,3.13,SD,1739053929
428,paka,4.6374,103.4368,296.11,94,92,0.0,MY,1739053931
429,port douglas,-16.4833,145.4667,300.14,80,100,0.86,AU,1739053933
430,ivry-sur-seine,48.8157,2.3849,279.61,89,75,4.12,FR,1739053934
431,bamboo flat,11.7,92.7167,297.85,80,34,3.42,IN,1739053935
432,netrakona,24.8833,90.7167,285.02,47,0,1.58,BD,1739053936
433,cambria,35.5641,-121.0808,288.74,68,0,2.24,US,1739053937
434,kone,-21.0595,164.8658,297.23,90,100,1.19,NC,1739053939
435,dwarka,22.2394,68.9678,294.42,56,0,2.75,IN,1739053940
436,berezovyy,51.6667,135.7,258.18,84,100,1.76,RU,1739053941
437,akureyri,65.6835,-18.0878,271.11,74,20,4.12,IS,1739053942
438,pariaman,-0.619,100.12,297.18,83,65,1.97,ID,1739053943
439,urumqi,43.801,87.6005,252.68,84,100,0.0,CN,1739053944
440,roccella ionica,38.322,16.4009,285.36,82,97,2.37,IT,1739053945
441,the pas,53.8251,-101.2541,259.16,61,0,3.09,CA,1739053947
442,mariehamn,60.0973,19.9348,273.07,80,100,5.14,AX,1739053789
443,inari,68.906,27.0288,269.12,82,31,6.87,FI,1739053709
444,chenaran,36.6455,59.1212,270.5,78,8,0.28,IR,1739053951
445,high river,50.5834,-113.8687,264.44,90,65,1.55,CA,1739053952
446,satsuma,30.8532,-88.0561,298.54,74,94,4.49,US,1739053680
447,yanchep,-31.55,115.6833,295.88,75,67,3.75,AU,1739053954
448,pesqueira,-8.3578,-36.6964,295.13,75,100,6.06,BR,1739053955
449,ketchikan,55.3422,-131.6461,274.41,65,75,0.45,US,1739053956
450,terrace,54.5163,-128.6035,268.1,58,20,2.06,CA,1739053957
451,cadale,2.7603,46.3222,297.59,82,35,7.18,SO,1739053958
452,anloga,5.7947,0.8973,300.84,82,70,4.88,GH,1739053959
453,eregli,37.5133,34.0467,270.7,78,84,0.81,TR,1739053961
454,bubaque,11.2833,-15.8333,297.3,68,72,6.07,GW,1739053962
455,middlesboro,36.6084,-83.7166,292.15,72,100,5.14,US,1739053963
456,tanda,26.55,82.65,283.95,41,32,2.63,IN,1739053964
457,lazaro cardenas,17.9583,-102.2,300.91,62,11,4.22,MX,1739053965
458,malpica,43.3228,-8.8105,284.95,100,100,5.34,ES,1739053966
459,yorkton,51.2167,-102.4677,258.06,72,75,3.6,CA,1739053802
460,saldanha,-33.0117,17.9442,291.46,85,1,8.57,ZA,1739053968
461,imperia,43.9667,7.7833,279.23,100,100,5.38,IT,1739053969
462,kodinsk,58.6881,99.1844,259.52,95,100,3.66,RU,1739053971
463,posse,-14.0931,-46.3694,295.95,73,85,4.47,BR,1739053837
464,suntar,62.1444,117.6319,248.1,91,100,2.88,RU,1739053973
465,ambovombe,-25.1667,46.0833,297.9,89,1,3.89,MG,1739053974
466,savanna-la-mar,18.219,-78.1332,301.44,75,70,0.34,JM,1739053975
467,starokostiantyniv,49.7576,27.2034,268.65,78,1,3.63,UA,1739053976
468,touros,-5.1989,-35.4608,299.73,79,43,4.55,BR,1739053977
469,ceres,37.5949,-120.9577,287.7,49,0,8.23,US,1739053978
470,nora,59.5193,15.0398,272.51,91,100,1.55,SE,1739053979
471,teknaf,20.8624,92.3058,288.57,45,1,3.62,BD,1739053981
472,divnoye,45.9089,43.3547,268.37,61,0,3.89,RU,1739053982
473,berettyoujfalu,47.2167,21.55,275.02,49,100,0.84,HU,1739053983
474,aquiraz,-3.9014,-38.3911,301.2,81,96,4.24,BR,1739053986
475,homnabad,17.7667,77.1333,294.58,47,0,2.67,IN,1739053987
476,axim,4.8699,-2.2405,299.44,85,42,1.9,GH,1739053988
477,alaghsas,17.0187,8.0168,296.49,16,3,6.88,NE,1739053989
478,chelghoum el aid,36.1629,6.1665,282.27,64,93,1.93,DZ,1739053990
479,juan griego,11.0817,-63.9655,297.63,87,98,4.08,VE,1739053991
480,maturin,9.75,-63.1767,305.06,51,96,4.12,VE,1739053992
481,san ramon,37.7799,-121.978,287.62,47,0,6.17,US,1739053881
482,pezenas,43.4595,3.4238,280.11,76,0,1.54,FR,1739053994
483,cangas del narcea,43.1833,-6.55,282.12,96,100,2.85,ES,1739053996
484,poyarkovo,49.6,128.6833,248.97,99,100,2.01,RU,1739053997
485,ndende,-2.4008,11.3581,297.11,94,93,0.32,GA,1739053998
486,pocone,-16.2567,-56.6228,298.94,66,80,1.38,BR,1739053837
487,beloyarskiy,63.7119,66.6722,273.45,82,61,6.05,RU,1739054000
488,broome,42.2506,-75.833,271.8,60,100,4.12,US,1739054001
489,ponto novo,-10.8628,-40.1336,300.21,50,97,6.81,BR,1739054002
490,nishinoomote,30.7333,131.0,279.39,57,34,5.55,JP,1739054003
491,olyokminsk,60.3736,120.4264,232.83,100,97,0.58,RU,1739054004
492,pestravka,52.405,49.9583,259.37,93,0,3.88,RU,1739054005
493,huarmey,-10.0681,-78.1522,297.19,80,53,3.64,PE,1739054006
494,zuromin,53.0661,19.9089,271.64,58,70,5.86,PL,1739054009
495,kolyshley,52.7005,44.5367,258.97,96,10,3.06,RU,1739054010
496,zaozersk,69.4005,32.4476,270.49,81,100,13.18,RU,1739054011
497,taroa,8.7058,171.2275,300.3,80,57,8.46,MH,1739054012
498,yacuiba,-22.038,-63.6797,299.65,54,54,0.45,BO,1739054013
499,kati,12.7441,-8.0726,294.82,16,75,1.78,ML,1739054015
500,qui nhon,13.7667,109.2333,293.91,87,100,8.8,VN,1739054016
501,saint-joseph,-21.3667,55.6167,298.36,79,22,3.61,RE,1739054017
502,haparanda,65.8355,24.1368,271.18,93,100,5.91,SE,1739054018
503,kingston,17.997,-76.7936,301.68,65,20,8.75,JM,1739053849
504,bhudgaon,16.9,74.6,295.44,44,0,1.31,IN,1739054021
505,indramayu,-6.3264,108.32,299.03,86,100,4.95,ID,1739054022
506,oyama,36.3,139.8,276.23,42,0,3.76,JP,1739054024
507,harstad,68.799,16.5293,274.9,68,14,1.34,NO,1739054025
508,nantucket,41.2835,-70.0995,272.21,55,0,3.09,US,1739053834
509,carauari,-4.8828,-66.8958,297.17,95,81,0.65,BR,1739054027
510,salinopolis,-0.6136,-47.3561,298.49,90,100,4.39,BR,1739054030
511,lagoa,39.05,-27.9833,286.84,85,100,16.9,PT,1739054031
512,daru,-9.0763,143.2092,300.42,79,100,4.88,PG,1739054032
513,sault ste. marie,46.5168,-84.3333,269.31,80,100,1.54,CA,1739053895
514,taoudenni,22.6783,-3.9836,289.24,21,0,6.68,ML,1739054034
515,bechar,31.6167,-2.2167,282.33,29,0,2.06,DZ,1739054035
516,swakopmund,-22.6833,14.5333,290.54,88,68,2.98,NA,1739053814
517,eyl,7.9803,49.8164,295.04,84,6,4.5,SO,1739054037
518,manaquiri,-3.3167,-60.35,296.61,99,100,0.89,BR,1739054039
519,catalao,-18.1658,-47.9464,293.17,88,74,3.29,BR,1739054040
520,thai binh,20.45,106.3333,286.16,69,100,2.05,VN,1739054041
521,ak-dovurak,51.1833,90.6,253.12,98,100,0.67,RU,1739054043
522,mitu,1.1983,-70.1733,296.59,95,100,0.53,CO,1739054044
523,praia da vitoria,38.7333,-27.0667,287.29,88,75,13.94,PT,1739054045
524,dzhangala,49.2167,50.3333,267.0,72,1,6.35,KZ,1739053760
525,ust'-kulom,61.6864,53.6902,267.8,99,89,1.91,RU,1739054047
526,pickering,43.9001,-79.1329,270.73,73,100,5.14,CA,1739054016
527,wabag,-5.4781,143.7021,287.24,97,100,0.71,PG,1739054049
528,port augusta,-32.5,137.7667,297.2,39,21,5.1,AU,1739054050
529,tingo maria,-9.2895,-76.0088,296.82,94,91,0.35,PE,1739054051
530,coahuayana de hidalgo,18.7,-103.6583,303.23,54,0,3.05,MX,1739054052
531,soe,-9.8607,124.284,294.27,88,100,3.07,ID,1739054053
532,ciudad lazaro cardenas,17.9583,-102.2,300.91,62,11,4.22,MX,1739054054
533,bileca,42.8719,18.4297,278.01,90,67,1.04,BA,1739054055
534,asmar,35.0333,71.3581,277.47,40,100,4.83,AF,1739054057
535,remire-montjoly,4.9167,-52.2667,300.17,78,100,4.12,GF,1739054058
536,panitan,11.466,122.7725,298.06,90,74,3.79,PH,1739054059
537,miragoane,18.4423,-73.0876,299.6,70,7,3.25,HT,1739054060
538,pont rouge,48.8833,-72.0825,258.02,92,100,0.7,CA,1739054061
539,mangrol,21.1167,70.1167,294.22,48,3,4.76,IN,1739054062
540,turpan,42.9333,89.1667,270.09,48,0,0.64,CN,1739054063
541,i-n-salah,27.1935,2.4607,286.25,34,0,6.17,DZ,1739054064
542,tadine,-21.55,167.8833,300.21,69,100,2.16,NC,1739054065
543,pimentel,-6.8367,-79.9342,300.31,69,40,7.72,PE,1739054066
544,bela,25.9333,81.9833,284.95,38,58,2.97,IN,1739054067
545,tindouf,27.6711,-8.1474,288.4,21,0,2.06,DZ,1739053994
546,tabuk,17.4189,121.4443,291.57,93,100,3.82,PH,1739054070
547,karachayevsk,43.774,41.9142,266.1,95,78,0.71,RU,1739054071
548,kiunga,-6.1219,141.2906,297.5,83,99,1.4,PG,1739054072
549,ghat,24.9647,10.1728,285.03,36,84,2.48,LY,1739053980
550,bloemfontein,-29.1211,26.214,295.22,56,22,2.45,ZA,1739054074
551,andalgala,-27.5819,-66.3165,305.48,29,46,5.23,AR,1739054075
552,labrador city,52.9463,-66.9114,251.1,59,40,6.17,CA,1739053812
553,sisimiut,66.9395,-53.6735,254.3,76,100,2.81,GL,1739054077
554,mount darwin,-16.7725,31.5838,292.35,89,100,1.66,ZW,1739054078
555,cannonvale,-20.2833,148.7,298.81,85,100,7.09,AU,1739054079
556,grahamstown,-33.3042,26.5328,288.45,94,12,3.09,ZA,1739054080
557,parral,26.9333,-105.6667,299.61,11,17,4.71,MX,1739053830
558,jaffna,9.6685,80.0074,299.41,66,59,5.89,LK,1739054082
559,morehead city,34.7229,-76.726,286.15,81,100,2.06,US,1739053930
560,dange,12.8513,5.3471,297.63,17,0,4.52,NG,1739054086
561,poso,-1.3959,120.7524,299.3,76,97,1.41,ID,1739054087
562,newman,37.3138,-121.0208,286.51,51,0,7.15,US,1739053985
563,ambon,-3.6954,128.1814,302.72,100,40,3.6,ID,1739054089
564,zomba,-15.386,35.3188,291.91,95,100,0.8,MW,1739054090
565,mangai,-4.05,19.5333,294.1,89,55,0.87,CD,1739054091
566,emerald,-23.5333,148.1667,298.34,72,96,5.19,AU,1739054092
567,madalena,41.2162,-8.3345,283.47,96,100,0.79,PT,1739054094
568,paphos,34.7667,32.4167,281.03,61,20,3.09,CY,1739054095
569,linxia chengguanzhen,35.6003,103.2064,258.62,92,48,1.24,CN,1739054096
570,port saint john's,-31.6229,29.5448,296.73,86,33,5.31,ZA,1739054097
571,prado,-17.3411,-39.2208,297.95,84,71,2.63,BR,1739053804
572,untsukul',42.7115,46.7866,267.57,82,55,0.41,RU,1739054099
573,usakos,-22.0,15.6,298.9,55,53,0.92,NA,1739054100
574,basco,20.4487,121.9702,292.54,72,100,14.1,PH,1739054101
575,yarmouth,41.7057,-70.2286,273.18,63,0,3.09,US,1739053963
576,barah,13.7,30.3667,292.18,17,95,5.19,SD,1739054103
